acq_id,registration_datetime,acquisition_datetime,data_ecosystem,instrument,instrument_model,modalities_in_study,operator,data_source,sample_id,sample_type,session_id,primary_kind,primary_file_name,original_name,file_format,file_size_mb,file_count,canonical_path,checksum_present,extended_metadata_present,project_hint,ingest_config,notes
ACQ-20250107-CELL-042,2026-05-14T16:36:45Z,2025-01-07T14:29:02.8815176Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-042.czi,HLF_alphasma_10x_CS-miR-29a_1.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-042/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #1)
ACQ-20250107-CELL-043,2026-05-14T16:36:46Z,2025-01-07T14:32:49.2824577Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-043.czi,HLF_alphasma_10x_CS-miR-29a_10.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-043/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #10)
ACQ-20250107-CELL-044,2026-05-14T16:36:46Z,2025-01-07T14:29:35.4716814Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-044.czi,HLF_alphasma_10x_CS-miR-29a_2.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-044/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #2)
ACQ-20250107-CELL-045,2026-05-14T16:36:47Z,2025-01-07T14:30:14.2822863Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-045.czi,HLF_alphasma_10x_CS-miR-29a_3.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-045/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #3)
ACQ-20250107-CELL-046,2026-05-14T16:36:47Z,2025-01-07T14:30:30.668918Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-046.czi,HLF_alphasma_10x_CS-miR-29a_4.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-046/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #4)
ACQ-20250107-CELL-047,2026-05-14T16:36:47Z,2025-01-07T14:30:50.2408431Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-047.czi,HLF_alphasma_10x_CS-miR-29a_5.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-047/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #5)
ACQ-20250107-CELL-048,2026-05-14T16:36:48Z,2025-01-07T14:31:12.8379075Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-048.czi,HLF_alphasma_10x_CS-miR-29a_6.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-048/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #6)
ACQ-20250107-CELL-049,2026-05-14T16:36:48Z,2025-01-07T14:31:37.9787751Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-049.czi,HLF_alphasma_10x_CS-miR-29a_7.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-049/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #7)
ACQ-20250107-CELL-050,2026-05-14T16:36:49Z,2025-01-07T14:32:01.3193458Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-050.czi,HLF_alphasma_10x_CS-miR-29a_8.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-050/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #8)
ACQ-20250107-CELL-051,2026-05-14T16:36:49Z,2025-01-07T14:32:25.5065561Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-29a,cells,,,ACQ-20250107-CELL-051.czi,HLF_alphasma_10x_CS-miR-29a_9.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-051/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-29a #9)
ACQ-20250107-CELL-052,2026-05-14T16:36:50Z,2025-01-07T14:55:59.5496137Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-052.czi,HLF_alphasma_10x_CS-miR-ctrl_1.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-052/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #1)
ACQ-20250107-CELL-053,2026-05-14T16:36:50Z,2025-01-07T14:58:53.5512881Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-053.czi,HLF_alphasma_10x_CS-miR-ctrl_10.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-053/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #10)
ACQ-20250107-CELL-054,2026-05-14T16:36:50Z,2025-01-07T14:56:22.3318093Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-054.czi,HLF_alphasma_10x_CS-miR-ctrl_2.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-054/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #2)
ACQ-20250107-CELL-055,2026-05-14T16:36:51Z,2025-01-07T14:56:40.1614605Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-055.czi,HLF_alphasma_10x_CS-miR-ctrl_3.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-055/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #3)
ACQ-20250107-CELL-056,2026-05-14T16:36:51Z,2025-01-07T14:56:55.6154465Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-056.czi,HLF_alphasma_10x_CS-miR-ctrl_4.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-056/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #4)
ACQ-20250107-CELL-057,2026-05-14T16:36:52Z,2025-01-07T14:57:12.5755183Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-057.czi,HLF_alphasma_10x_CS-miR-ctrl_5.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-057/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #5)
ACQ-20250107-CELL-058,2026-05-14T16:36:52Z,2025-01-07T14:57:31.8021652Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-058.czi,HLF_alphasma_10x_CS-miR-ctrl_6.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-058/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #6)
ACQ-20250107-CELL-059,2026-05-14T16:36:53Z,2025-01-07T14:57:55.1697745Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-059.czi,HLF_alphasma_10x_CS-miR-ctrl_7.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-059/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #7)
ACQ-20250107-CELL-060,2026-05-14T16:36:53Z,2025-01-07T14:58:14.5886007Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-060.czi,HLF_alphasma_10x_CS-miR-ctrl_8.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-060/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #8)
ACQ-20250107-CELL-061,2026-05-14T16:36:54Z,2025-01-07T14:58:35.8857319Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-miR-ctrl,cells,,,ACQ-20250107-CELL-061.czi,HLF_alphasma_10x_CS-miR-ctrl_9.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-061/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-miR-ctrl #9)
ACQ-20250107-CELL-062,2026-05-14T16:36:54Z,2025-01-07T14:51:20.6323672Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-062.czi,HLF_alphasma_10x_CS-vacio_1.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-062/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #1)
ACQ-20250107-CELL-063,2026-05-14T16:36:55Z,2025-01-07T14:54:11.063488Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-063.czi,HLF_alphasma_10x_CS-vacio_10.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-063/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #10)
ACQ-20250107-CELL-064,2026-05-14T16:36:55Z,2025-01-07T14:51:34.0078741Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-064.czi,HLF_alphasma_10x_CS-vacio_2.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-064/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #2)
ACQ-20250107-CELL-065,2026-05-14T16:36:55Z,2025-01-07T14:51:49.057572Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-065.czi,HLF_alphasma_10x_CS-vacio_3.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-065/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #3)
ACQ-20250107-CELL-066,2026-05-14T16:36:56Z,2025-01-07T14:52:11.7597145Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-066.czi,HLF_alphasma_10x_CS-vacio_4.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-066/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #4)
ACQ-20250107-CELL-067,2026-05-14T16:36:56Z,2025-01-07T14:52:28.3524869Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-067.czi,HLF_alphasma_10x_CS-vacio_5.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-067/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #5)
ACQ-20250107-CELL-068,2026-05-14T16:36:57Z,2025-01-07T14:52:47.2459291Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-068.czi,HLF_alphasma_10x_CS-vacio_6.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-068/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #6)
ACQ-20250107-CELL-069,2026-05-14T16:36:57Z,2025-01-07T14:53:08.5020195Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-069.czi,HLF_alphasma_10x_CS-vacio_7.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-069/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #7)
ACQ-20250107-CELL-070,2026-05-14T16:36:58Z,2025-01-07T14:53:22.4499565Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-070.czi,HLF_alphasma_10x_CS-vacio_8.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-070/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #8)
ACQ-20250107-CELL-071,2026-05-14T16:36:58Z,2025-01-07T14:53:51.0823024Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_CS-vacio,cells,,,ACQ-20250107-CELL-071.czi,HLF_alphasma_10x_CS-vacio_9.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-071/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / CS-vacio #9)
ACQ-20250107-CELL-072,2026-05-14T16:36:59Z,2025-01-07T14:47:05.8842837Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-072.czi,HLF_alphasma_10x_PF_1.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-072/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #1)
ACQ-20250107-CELL-073,2026-05-14T16:36:59Z,2025-01-07T14:49:58.6730953Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-073.czi,HLF_alphasma_10x_PF_10.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-073/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #10)
ACQ-20250107-CELL-074,2026-05-14T16:37:00Z,2025-01-07T14:47:20.0243327Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-074.czi,HLF_alphasma_10x_PF_2.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-074/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #2)
ACQ-20250107-CELL-075,2026-05-14T16:37:00Z,2025-01-07T14:47:51.4226503Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-075.czi,HLF_alphasma_10x_PF_3.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-075/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #3)
ACQ-20250107-CELL-076,2026-05-14T16:37:00Z,2025-01-07T14:48:08.5328106Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-076.czi,HLF_alphasma_10x_PF_4.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-076/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #4)
ACQ-20250107-CELL-077,2026-05-14T16:37:01Z,2025-01-07T14:48:22.4797244Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-077.czi,HLF_alphasma_10x_PF_5.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-077/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #5)
ACQ-20250107-CELL-078,2026-05-14T16:37:01Z,2025-01-07T14:48:37.985763Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-078.czi,HLF_alphasma_10x_PF_6.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-078/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #6)
ACQ-20250107-CELL-079,2026-05-14T16:37:02Z,2025-01-07T14:48:53.4027209Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-079.czi,HLF_alphasma_10x_PF_7.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-079/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #7)
ACQ-20250107-CELL-080,2026-05-14T16:37:02Z,2025-01-07T14:49:17.7690442Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-080.czi,HLF_alphasma_10x_PF_8.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-080/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #8)
ACQ-20250107-CELL-081,2026-05-14T16:37:03Z,2025-01-07T14:49:32.1302298Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_PF,cells,,,ACQ-20250107-CELL-081.czi,HLF_alphasma_10x_PF_9.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-081/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / PF #9)
ACQ-20250107-CELL-082,2026-05-14T16:37:03Z,2025-01-07T14:42:19.6258183Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_control,cells,,,ACQ-20250107-CELL-082.czi,HLF_alphasma_10x_control_1.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-082/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / control #1)
ACQ-20250107-CELL-083,2026-05-14T16:37:04Z,2025-01-07T14:44:51.5327898Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_control,cells,,,ACQ-20250107-CELL-083.czi,HLF_alphasma_10x_control_10.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-083/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / control #10)
ACQ-20250107-CELL-084,2026-05-14T16:37:04Z,2025-01-07T14:42:34.9937417Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_control,cells,,,ACQ-20250107-CELL-084.czi,HLF_alphasma_10x_control_2.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-084/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / control #2)
ACQ-20250107-CELL-085,2026-05-14T16:37:05Z,2025-01-07T14:42:51.3793881Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_control,cells,,,ACQ-20250107-CELL-085.czi,HLF_alphasma_10x_control_3.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-085/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / control #3)
ACQ-20250107-CELL-086,2026-05-14T16:37:05Z,2025-01-07T14:43:10.5730567Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_control,cells,,,ACQ-20250107-CELL-086.czi,HLF_alphasma_10x_control_4.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-086/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / control #4)
ACQ-20250107-CELL-087,2026-05-14T16:37:06Z,2025-01-07T14:43:27.7092102Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_control,cells,,,ACQ-20250107-CELL-087.czi,HLF_alphasma_10x_control_5.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-087/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / control #5)
ACQ-20250107-CELL-088,2026-05-14T16:37:07Z,2025-01-07T14:43:43.0040995Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_control,cells,,,ACQ-20250107-CELL-088.czi,HLF_alphasma_10x_control_6.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-088/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / control #6)
ACQ-20250107-CELL-089,2026-05-14T16:37:07Z,2025-01-07T14:43:58.0767959Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_control,cells,,,ACQ-20250107-CELL-089.czi,HLF_alphasma_10x_control_7.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-01/ACQ-20250107-CELL-089/,Y,Y,PROJ-0007,tools/configs/cell_observer_itziar_alphasma_TEST.yaml,TEST INGEST 2026-05-14 - purge after review (Cell Observer cells mode: HLF / alphasma / control #7)
