acq_id,registration_datetime,acquisition_datetime,data_ecosystem,instrument,instrument_model,modalities_in_study,operator,data_source,sample_id,sample_type,session_id,primary_kind,primary_file_name,original_name,file_format,file_size_mb,file_count,canonical_path,checksum_present,extended_metadata_present,project_hint,ingest_config,notes
ACQ-20250310-CELL-074,2026-05-15T08:16:42Z,2025-03-10T14:28:25.9781836Z,MICROSCOPY,CELL,Axio Observer.Z1 / 7,,Itziar,internal,HLF_Enfermo,cells,,,ACQ-20250310-CELL-074.czi,Enfermo_9.czi,.czi,1.7,1,/raw/MICROSCOPY/2025/2025-03/ACQ-20250310-CELL-074/,Y,Y,PROJ-0008,tools/configs/cell_observer_itziar_colageno_perm_TEST.yaml,"TEST INGEST 2026-05-15 - purge after review (Cell Observer cells mode, abbreviated filename: HLF / Colageno_permeabilizado_definitivas / Enfermo #9)"
ACQ-20240313-LSM9-001,2026-05-22T11:51:54Z,2024-03-13T10:36:14.979939Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-001.czi,LP_IONP-doxo_20x_48h.czi,.czi,6.9,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-001/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 1-slice Z-stack)
ACQ-20240313-LSM9-002,2026-05-22T11:51:55Z,2024-03-13T10:55:23.1603719Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-002.czi,Z-stack_LP_IONP-doxo_20x_24h.czi,.czi,11.6,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-002/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 14-slice Z-stack)
ACQ-20240313-LSM9-003,2026-05-22T11:51:56Z,2024-03-13T10:59:44.0345115Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-003.czi,Z-stack_LP_IONP-doxo_20x_24h_2.czi,.czi,10.0,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-003/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 12-slice Z-stack)
ACQ-20240313-LSM9-004,2026-05-22T11:51:57Z,2024-03-13T11:05:05.2475021Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-004.czi,Z-stack_LP_IONP-doxo_20x_24h_3.czi,.czi,11.6,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-004/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 14-slice Z-stack)
ACQ-20240313-LSM9-005,2026-05-22T11:52:02Z,2024-03-13T10:41:07.507486Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-005.czi,Z-stack_LP_IONP-doxo_20x_48h.czi,.czi,102.2,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-005/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 16-slice Z-stack)
ACQ-20240313-LSM9-006,2026-05-22T11:52:06Z,2024-03-13T10:46:10.3554531Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-006.czi,Z-stack_LP_IONP-doxo_20x_48h_2.czi,.czi,76.8,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-006/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 12-slice Z-stack)
ACQ-20240313-LSM9-007,2026-05-22T11:52:07Z,2024-03-13T10:50:52.3975481Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-007.czi,Z-stack_LP_IONP-doxo_20x_48h_3.czi,.czi,10.0,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-007/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 12-slice Z-stack)
ACQ-20240313-LSM9-008,2026-05-22T11:52:08Z,2024-03-13T11:28:54.917715Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-008.czi,Z-stack_LP_IONP-doxo_20x_6h.czi,.czi,10.0,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-008/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 12-slice Z-stack)
ACQ-20240313-LSM9-009,2026-05-22T11:52:09Z,2024-03-13T11:31:26.5780371Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-009.czi,Z-stack_LP_IONP-doxo_20x_6h_2.czi,.czi,13.2,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-009/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 16-slice Z-stack)
ACQ-20240313-LSM9-010,2026-05-22T11:52:10Z,2024-03-13T11:38:51.4267253Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-010.czi,Z-stack_LP_IONP-doxo_20x_6h_3.czi,.czi,11.6,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-010/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 14-slice Z-stack)
ACQ-20240313-LSM9-011,2026-05-22T11:52:11Z,2024-03-13T11:41:10.4270155Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-011.czi,Z-stack_LP_IONP-doxo_20x_6h_4.czi,.czi,11.6,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-011/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 14-slice Z-stack)
ACQ-20240313-LSM9-012,2026-05-22T11:52:12Z,2024-03-13T11:44:22.9650473Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-012.czi,Z-stack_LP_IONP-doxo_20x_ctrl.czi,.czi,10.0,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-012/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 12-slice Z-stack)
ACQ-20240313-LSM9-013,2026-05-22T11:52:13Z,2024-03-13T11:46:34.2764445Z,MICROSCOPY,LSM9,Axio Observer.Z1 / 7,,LAURA,internal,MDA_UPTAKE_LP-IONP-doxo,cells,,file,ACQ-20240313-LSM9-013.czi,Z-stack_LP_IONP-doxo_20x_ctrl_2.czi,.czi,8.4,1,/raw/MICROSCOPY/2024/2024-03/ACQ-20240313-LSM9-013/,Y,Y,PROJ-0009,tools/configs/lsm900_laura_uptake_TEST.yaml,TEST INGEST 2026-05-22 - purge after review (LSM 900 confocal of MDA cells; experiment UPTAKE_LP-IONP-doxo; 20x NA0.8 LaserScanningConfocalMicroscopy; 10-slice Z-stack)
ACQ-20251029-PET-001,2026-05-27T16:13:23Z,2025-10-29T10:03:11Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m13_0525,organism,irene_0525_251029_m13,folder,ACQ-20251029-PET-001.data,irene_0525_251029_0525_m13_20251029100311_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-001/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m13, animal protocol 0525, funded project 0525; operator irene, acquired 20251029100311)"
ACQ-20251029-CT-001,2026-05-27T16:13:26Z,2025-10-29T10:15:58Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m13_0525,organism,irene_0525_251029_m13,folder,ACQ-20251029-CT-001.data,irene_0525_251029_0525_m13_20251029101558_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-001/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m13, animal protocol 0525, funded project 0525; operator irene, acquired 20251029101558)"
ACQ-20251029-PET-002,2026-05-27T16:13:27Z,2025-10-29T10:06:41Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m14_0525,organism,irene_0525_251029_m14,folder,ACQ-20251029-PET-002.data,irene_0525_251029_0525_m14_20251029100641_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-002/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m14, animal protocol 0525, funded project 0525; operator irene, acquired 20251029100641)"
ACQ-20251029-CT-002,2026-05-27T16:13:29Z,2025-10-29T10:24:54Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m14_0525,organism,irene_0525_251029_m14,folder,ACQ-20251029-CT-002.data,irene_0525_251029_0525_m14_20251029102454_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-002/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m14, animal protocol 0525, funded project 0525; operator irene, acquired 20251029102454)"
ACQ-20251029-PET-003,2026-05-27T16:13:31Z,2025-10-29T10:16:07Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m15_0525,organism,irene_0525_251029_m15,folder,ACQ-20251029-PET-003.data,irene_0525_251029_0525_m15_20251029101607_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-003/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m15, animal protocol 0525, funded project 0525; operator irene, acquired 20251029101607)"
ACQ-20251029-CT-003,2026-05-27T16:13:33Z,2025-10-29T10:32:59Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m15_0525,organism,irene_0525_251029_m15,folder,ACQ-20251029-CT-003.data,irene_0525_251029_0525_m15_20251029103259_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-003/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m15, animal protocol 0525, funded project 0525; operator irene, acquired 20251029103259)"
ACQ-20251029-PET-004,2026-05-27T16:13:34Z,2025-10-29T10:27:16Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m16_0525,organism,irene_0525_251029_m16,folder,ACQ-20251029-PET-004.data,irene_0525_251029_0525_m16_20251029102716_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-004/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m16, animal protocol 0525, funded project 0525; operator irene, acquired 20251029102716)"
ACQ-20251029-CT-004,2026-05-27T16:13:37Z,2025-10-29T10:42:00Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m16_0525,organism,irene_0525_251029_m16,folder,ACQ-20251029-CT-004.data,irene_0525_251029_0525_m16_20251029104200_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-004/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m16, animal protocol 0525, funded project 0525; operator irene, acquired 20251029104200)"
ACQ-20251029-PET-005,2026-05-27T16:13:38Z,2025-10-29T10:34:28Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m17_0525,organism,irene_0525_251029_m17,folder,ACQ-20251029-PET-005.data,irene_0525_251029_0525_m17_20251029103428_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-005/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m17, animal protocol 0525, funded project 0525; operator irene, acquired 20251029103428)"
ACQ-20251029-CT-005,2026-05-27T16:13:41Z,2025-10-29T10:51:33Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m17_0525,organism,irene_0525_251029_m17,folder,ACQ-20251029-CT-005.data,irene_0525_251029_0525_m17_20251029105133_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-005/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m17, animal protocol 0525, funded project 0525; operator irene, acquired 20251029105133)"
ACQ-20251029-PET-006,2026-05-27T16:13:42Z,2025-10-29T10:43:37Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m18_0525,organism,irene_0525_251029_m18,folder,ACQ-20251029-PET-006.data,irene_0525_251029_0525_m18_20251029104337_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-006/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m18, animal protocol 0525, funded project 0525; operator irene, acquired 20251029104337)"
ACQ-20251029-CT-006,2026-05-27T16:13:44Z,2025-10-29T11:01:43Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m18_0525,organism,irene_0525_251029_m18,folder,ACQ-20251029-CT-006.data,irene_0525_251029_0525_m18_20251029110143_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-006/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m18, animal protocol 0525, funded project 0525; operator irene, acquired 20251029110143)"
ACQ-20251029-PET-007,2026-05-27T16:13:46Z,2025-10-29T10:53:15Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m19_0525,organism,irene_0525_251029_m19,folder,ACQ-20251029-PET-007.data,irene_0525_251029_0525_m19_20251029105315_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-007/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m19, animal protocol 0525, funded project 0525; operator irene, acquired 20251029105315)"
ACQ-20251029-CT-007,2026-05-27T16:13:48Z,2025-10-29T11:09:53Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m19_0525,organism,irene_0525_251029_m19,folder,ACQ-20251029-CT-007.data,irene_0525_251029_0525_m19_20251029110953_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-007/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m19, animal protocol 0525, funded project 0525; operator irene, acquired 20251029110953)"
ACQ-20251029-PET-008,2026-05-27T16:13:49Z,2025-10-29T11:11:13Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m20_0525,organism,irene_0525_251029_m20,folder,ACQ-20251029-PET-008.data,irene_0525_251029_0525_m20_20251029111113_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-008/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m20, animal protocol 0525, funded project 0525; operator irene, acquired 20251029111113)"
ACQ-20251029-CT-008,2026-05-27T16:13:52Z,2025-10-29T11:30:05Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m20_0525,organism,irene_0525_251029_m20,folder,ACQ-20251029-CT-008.data,irene_0525_251029_0525_m20_20251029113005_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-008/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m20, animal protocol 0525, funded project 0525; operator irene, acquired 20251029113005)"
ACQ-20251029-PET-009,2026-05-27T16:13:53Z,2025-10-29T11:20:40Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m21_0525,organism,irene_0525_251029_m21,folder,ACQ-20251029-PET-009.data,irene_0525_251029_0525_m21_20251029112040_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-009/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m21, animal protocol 0525, funded project 0525; operator irene, acquired 20251029112040)"
ACQ-20251029-CT-009,2026-05-27T16:13:56Z,2025-10-29T11:39:58Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m21_0525,organism,irene_0525_251029_m21,folder,ACQ-20251029-CT-009.data,irene_0525_251029_0525_m21_20251029113958_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-009/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m21, animal protocol 0525, funded project 0525; operator irene, acquired 20251029113958)"
ACQ-20251029-PET-010,2026-05-27T16:13:57Z,2025-10-29T11:30:18Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m22_0525,organism,irene_0525_251029_m22,folder,ACQ-20251029-PET-010.data,irene_0525_251029_0525_m22_20251029113018_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-010/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m22, animal protocol 0525, funded project 0525; operator irene, acquired 20251029113018)"
ACQ-20251029-CT-010,2026-05-27T16:13:59Z,2025-10-29T11:48:04Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m22_0525,organism,irene_0525_251029_m22,folder,ACQ-20251029-CT-010.data,irene_0525_251029_0525_m22_20251029114804_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-010/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m22, animal protocol 0525, funded project 0525; operator irene, acquired 20251029114804)"
ACQ-20251029-PET-011,2026-05-27T16:14:01Z,2025-10-29T12:02:05Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m23_0525,organism,irene_0525_251029_m23,folder,ACQ-20251029-PET-011.data,irene_0525_251029_0525_m23_20251029120205_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-011/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m23, animal protocol 0525, funded project 0525; operator irene, acquired 20251029120205)"
ACQ-20251029-CT-011,2026-05-27T16:14:03Z,2025-10-29T12:16:20Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m23_0525,organism,irene_0525_251029_m23,folder,ACQ-20251029-CT-011.data,irene_0525_251029_0525_m23_20251029121620_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-011/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m23, animal protocol 0525, funded project 0525; operator irene, acquired 20251029121620)"
ACQ-20251029-PET-012,2026-05-27T16:14:04Z,2025-10-29T12:07:33Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m24_0525,organism,irene_0525_251029_m24,folder,ACQ-20251029-PET-012.data,irene_0525_251029_0525_m24_20251029120733_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251029-PET-012/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m24, animal protocol 0525, funded project 0525; operator irene, acquired 20251029120733)"
ACQ-20251029-CT-012,2026-05-27T16:14:07Z,2025-10-29T12:24:07Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m24_0525,organism,irene_0525_251029_m24,folder,ACQ-20251029-CT-012.data,irene_0525_251029_0525_m24_20251029122407_CT,,97.5,3,/raw/DICOM/2025/2025-10/ACQ-20251029-CT-012/,Y,Y,PROJ-0005,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m24, animal protocol 0525, funded project 0525; operator irene, acquired 20251029122407)"
ACQ-20251021-PET-001,2026-05-27T16:14:08Z,2025-10-21T13:01:07Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m17_0424,organism,irene_1207_251021_m17,folder,ACQ-20251021-PET-001.data,irene_1207_251021_0424_m17_20251021130107_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251021-PET-001/,Y,Y,PROJ-0004,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m17, animal protocol 0424, funded project 1207; operator irene, acquired 20251021130107)"
ACQ-20251021-CT-001,2026-05-27T16:14:10Z,2025-10-21T13:24:14Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m17_0424,organism,irene_1207_251021_m17,folder,ACQ-20251021-CT-001.data,irene_1207_251021_0424_m17_20251021132414_CT,,81.3,3,/raw/DICOM/2025/2025-10/ACQ-20251021-CT-001/,Y,Y,PROJ-0004,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m17, animal protocol 0424, funded project 1207; operator irene, acquired 20251021132414)"
ACQ-20251022-CT-001,2026-05-27T16:14:14Z,2025-10-22T11:13:05Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m17_0424,organism,irene_1207_251021_m17,folder,ACQ-20251022-CT-001.data,irene_1207_251021_0424_m17_20251022111305_CT,,80.4,2,/raw/DICOM/2025/2025-10/ACQ-20251022-CT-001/,Y,Y,PROJ-0004,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m17, animal protocol 0424, funded project 1207; operator irene, acquired 20251022111305)"
ACQ-20251021-PET-002,2026-05-27T16:14:16Z,2025-10-21T13:19:38Z,DICOM,PET,Molecubes (PET/SPECT/CT),PT,NI-platform,internal,m18_0424,organism,irene_1207_251021_m18,folder,ACQ-20251021-PET-002.data,irene_1207_251021_0424_m18_20251021131938_PET,,28.6,1,/raw/DICOM/2025/2025-10/ACQ-20251021-PET-002/,Y,Y,PROJ-0004,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: PET of m18, animal protocol 0424, funded project 1207; operator irene, acquired 20251021131938)"
ACQ-20251021-CT-002,2026-05-27T16:14:18Z,2025-10-21T13:42:43Z,DICOM,CT,Molecubes (PET/SPECT/CT),CT,NI-platform,internal,m18_0424,organism,irene_1207_251021_m18,folder,ACQ-20251021-CT-002.data,irene_1207_251021_0424_m18_20251021134243_CT,,81.3,3,/raw/DICOM/2025/2025-10/ACQ-20251021-CT-002/,Y,Y,PROJ-0004,tools/configs/ni_jesus_archive_2025_TEST.yaml,"TEST INGEST 2026-05-26 REDO - purge after team exhibition (round-8 archive-mode NI: CT of m18, animal protocol 0424, funded project 1207; operator irene, acquired 20251021134243)"
